User/index###5b1754d09398f###2018-07-11 18:51:16###{"code":"011YPKkJ0Ttmxh2EHWiJ0GPPkJ0YPKk1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"userid":"37","position":"1","person":"1","company":"1"}}###{"code":"011YPKkJ0Ttmxh2EHWiJ0GPPkJ0YPKk1"}###null###null###null###null
Personcenter/myfabu###5b18ed9268835###2018-07-11 18:51:49###{"userid":"37","type":"2"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"userid":"37","type":"2"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-11 18:51:52###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Personcenter/myfabu###5b18ed9268835###2018-07-11 18:51:53###{"userid":"37","type":"2"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"userid":"37","type":"2"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-11 18:51:57###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Personcenter/mycollect###5b18dc36ef7c6###2018-07-11 18:51:58###{"userid":"37","type":"1"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"userid":"37","type":"1"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-11 18:52:01###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Personcenter/signuplist###5b1b4658e345b###2018-07-11 18:52:02###{"userid":"37","position":"2"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"userid":"37","position":"2"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-11 18:52:03###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-11 18:52:04###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fas554"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-07-11 18:52:04###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fas554"}###null###null###null###null
Fabu/fabu###5b17af122fa34###2018-07-11 18:53:38###{"userid":"37","title":"\u54c4\u54c4","position_id":"1","phone":"1545","wage":"100","payment_type":"1","end_date":"2018-07-11","job_start":"2018-06-11","job_end":"2017-07-11","worktime":"2:00\u81f30:00","descript":"\u516c\u660e\u4f60\u725b\u56fe","lng":"114.5468","lat":"37.99297","address":"\u84dd\u5c71\u56fd\u9645"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":"\u53d1\u5e03\u6210\u529f"}###{"userid":"37","title":"\u54c4\u54c4","position_id":"1","phone":"1545","wage":"100","payment_type":"1","end_date":"2018-07-11","job_start":"2018-06-11","job_end":"2017-07-11","worktime":"2:00\u81f30:00","descript":"\u516c\u660e\u4f60\u725b\u56fe","lng":"114.5468","lat":"37.99297","address":"\u84dd\u5c71\u56fd\u9645"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-11 18:53:38###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Personcenter/myfabu###5b18ed9268835###2018-07-11 18:53:41###{"userid":"37","type":"2"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"38","title":"\u54c4\u54c4","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-07-11","wage":"100","status":"1","region":"\u88d5\u534e\u533a","guoqi":1}]}###{"userid":"37","type":"2"}###null###null###null###null
Personcenter/delresume1###5b35e0bc87876###2018-07-11 18:53:48###{"userid":"37","rid":"38"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"msg":"\u5220\u9664\u7b80\u5386"}}###{"userid":"37","rid":"38"}###null###null###null###null
Personcenter/myfabu###5b18ed9268835###2018-07-11 18:53:48###{"userid":"37","type":"2"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[]}###{"userid":"37","type":"2"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-11 18:53:50###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-11 18:53:55###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fas554"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-07-11 18:53:55###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fas554"}###null###null###null###null
Fabu/fabu###5b17af122fa34###2018-07-11 18:55:21###{"userid":"37","title":"\u7ea2\u7c73","position_id":"1","phone":"1545","wage":"200","payment_type":"1","end_date":"2018-07-12","job_start":"2018-07-13","job_end":"2018-07-14","worktime":"2:00\u81f310:00","descript":"\u543c\u543c\u543c\u54c4\u54c4","lng":"114.5468","lat":"37.99297","address":"\u5317\u56fd\u8d85\u5e02(\u84dd\u5c71\u5e97)"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":"\u53d1\u5e03\u6210\u529f"}###{"userid":"37","title":"\u7ea2\u7c73","position_id":"1","phone":"1545","wage":"200","payment_type":"1","end_date":"2018-07-12","job_start":"2018-07-13","job_end":"2018-07-14","worktime":"2:00\u81f310:00","descript":"\u543c\u543c\u543c\u54c4\u54c4","lng":"114.5468","lat":"37.99297","address":"\u5317\u56fd\u8d85\u5e02(\u84dd\u5c71\u5e97)"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-11 18:55:21###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Personcenter/myfabu###5b18ed9268835###2018-07-11 18:55:23###{"userid":"37","type":"2"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"39","title":"\u7ea2\u7c73","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-07-12","wage":"200","status":"1","region":"\u88d5\u534e\u533a","guoqi":0}]}###{"userid":"37","type":"2"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-07-11 18:55:29###{"id":"39","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"39","title":"\u7ea2\u7c73","position_id":"1","phone":"1545","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-07-12","job_start":"2018-07-13","job_end":"2018-07-14","worktime":"2:00\u81f310:00","lng":"114.5468","lat":"37.99297","address":"\u5317\u56fd\u8d85\u5e02(\u84dd\u5c71\u5e97)","descript":"\u543c\u543c\u543c\u54c4\u54c4","realname":"\u4ed8\u79d1\u6280","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/DYAIOgq83eq3z4DAGCHf2C3hMAw9OREXVkPSP4EwnOSH1NNLiagalDajTWr6IzmgfsbTvbl8xQmGSTpH18axhTg\/132","collect":"0"}}###{"id":"39","userid":"37"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-11 18:55:42###{"position":"2","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8\u79d1\u6280"}}###{"position":"2","userid":"37"}###null###null###null###null
Personcenter/switchidentity###5b31e8299f2b6###2018-07-11 18:55:45###{"userid":"37","identity":"1"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"msg":"\u5207\u6362\u6210\u529f"}}###{"userid":"37","identity":"1"}###null###null###null###null
Index/location###5b21fee04cd72###2018-07-11 18:55:45###{"lng":"114.5468","lat":"37.99297"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"city":"130100","location":"\u84dd\u5c71\u56fd\u9645"}}###{"lng":"114.5468","lat":"37.99297"}###null###null###null###null
Index/index###5b1781ee5e479###2018-07-11 18:55:46###{"city":"130100","position":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"lunbo":[{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706054323.jpg","linkurl":""},{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706060833.jpg","linkurl":""}],"recommend":[{"id":"36","title":"\u62db\u8058\u88c1\u5224","wage":"200","end_date":"2018-08-09","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"},{"id":"37","title":"\u5566\u5566\u5566","wage":"200","end_date":"2018-09-12","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"},{"id":"39","title":"\u7ea2\u7c73","wage":"200","end_date":"2018-07-12","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"},{"id":"16","title":"\u62db\u805816","wage":"300","end_date":"2018-07-28","payment_type":"2","area":"\u683e\u57ce\u533a","type":"\u5468\u7ed3"}],"hot":[{"id":"16","title":"\u62db\u805816","wage":"300"},{"id":"36","title":"\u62db\u8058\u88c1\u5224","wage":"200"}]}}###{"city":"130100","position":"1"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-07-11 18:55:59###{"id":"39","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"39","title":"\u7ea2\u7c73","position_id":"1","phone":"1545","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-07-12","job_start":"2018-07-13","job_end":"2018-07-14","worktime":"2:00\u81f310:00","lng":"114.5468","lat":"37.99297","address":"\u5317\u56fd\u8d85\u5e02(\u84dd\u5c71\u5e97)","descript":"\u543c\u543c\u543c\u54c4\u54c4","realname":"\u4ed8\u79d1\u6280","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/DYAIOgq83eq3z4DAGCHf2C3hMAw9OREXVkPSP4EwnOSH1NNLiagalDajTWr6IzmgfsbTvbl8xQmGSTpH18axhTg\/132","collect":"0"}}###{"id":"39","userid":"37"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-07-11 18:56:11###{"id":"37","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"37","title":"\u5566\u5566\u5566","position_id":"1","phone":"12345678901","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-09-12","job_start":"2018-07-10","job_end":"2018-08-10","worktime":"6:01\u81f317:00","lng":"114.53122","lat":"38.0061","address":"\u77f3\u5bb6\u5e84\u5e02\u88d5\u534e\u533a\u653f\u5e9c(\u5854\u5357\u8def\u5317)","descript":"\u54c8\u54c8\u597d\u554a\u54e6","realname":"\u84dd\u5c71\u79d1\u6280\u6709\u9650\u516c\u53f8","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/PiajxSqBRaEJVJK8sfdicJVziaicEEOf911mvyOXlmPcMZeqs7XQ7CYibAHZszIBI324uX3FRdkiaZNwibzbEJqeURwUg\/132","collect":"0"}}###{"id":"37","userid":"37"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-07-11 18:56:17###{"id":"36","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"36","title":"\u62db\u8058\u88c1\u5224","position_id":"9","phone":"15030189287","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-08-09","job_start":"2018-07-10","job_end":"2018-08-09","worktime":"6:00\u81f323:00","lng":"114.5472791790962","lat":"37.99263796670954","address":"\u84dd\u5c71\u56fd\u9645","descript":"\u62db\u8058\u88c1\u5224","realname":"\u79d1\u6280\u516c\u53f8","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/Q0j4TwGTfTIWlnyOej1xcBz8F6SxKjQHpVW5vHdwKcZNMqybyRDXZCW3T8nh46XOR4icrhcLv0GwcQ0uRiaXgBXg\/132","collect":"0"}}###{"id":"36","userid":"37"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-07-11 18:56:26###{"id":"16","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"16","title":"\u62db\u805816","position_id":"2","phone":"\u6c34\u7535\u8d39","wage":"300","payment_type":"2","type":"\u5468\u7ed3","end_date":"2018-07-28","job_start":"2018-06-02","job_end":"2018-06-02","worktime":"8:00\u81f312:00","lng":"114.554672","lat":"38.010387","address":"\u53d1\u5e03\u62db\u8058\u5730\u5740","descript":"\u6c34\u7535\u8d39","realname":"\u4f01\u4e1a\u540d\u5b57","userphoto":"http:\/\/192.168.0.200\/sangong\/Public\/uploads\/ads\/20180605053030.jpg","collect":"0"}}###{"id":"16","userid":"37"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-07-11 18:56:29###{"id":"37","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"37","title":"\u5566\u5566\u5566","position_id":"1","phone":"12345678901","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-09-12","job_start":"2018-07-10","job_end":"2018-08-10","worktime":"6:01\u81f317:00","lng":"114.53122","lat":"38.0061","address":"\u77f3\u5bb6\u5e84\u5e02\u88d5\u534e\u533a\u653f\u5e9c(\u5854\u5357\u8def\u5317)","descript":"\u54c8\u54c8\u597d\u554a\u54e6","realname":"\u84dd\u5c71\u79d1\u6280\u6709\u9650\u516c\u53f8","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/PiajxSqBRaEJVJK8sfdicJVziaicEEOf911mvyOXlmPcMZeqs7XQ7CYibAHZszIBI324uX3FRdkiaZNwibzbEJqeURwUg\/132","collect":"0"}}###{"id":"37","userid":"37"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-07-11 18:56:32###{"id":"39","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"39","title":"\u7ea2\u7c73","position_id":"1","phone":"1545","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-07-12","job_start":"2018-07-13","job_end":"2018-07-14","worktime":"2:00\u81f310:00","lng":"114.5468","lat":"37.99297","address":"\u5317\u56fd\u8d85\u5e02(\u84dd\u5c71\u5e97)","descript":"\u543c\u543c\u543c\u54c4\u54c4","realname":"\u4ed8\u79d1\u6280","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/DYAIOgq83eq3z4DAGCHf2C3hMAw9OREXVkPSP4EwnOSH1NNLiagalDajTWr6IzmgfsbTvbl8xQmGSTpH18axhTg\/132","collect":"0"}}###{"id":"39","userid":"37"}###null###null###null###null
Personcenter/collect###5b18cc03eb0b2###2018-07-11 18:56:38###{"userid":"37","id":"39","type":"2"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"collect":1}}###{"userid":"37","id":"39","type":"2"}###null###null###null###null
Personcenter/collect###5b18cc03eb0b2###2018-07-11 18:56:41###{"userid":"37","id":"39","type":"2"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"collect":0}}###{"userid":"37","id":"39","type":"2"}###null###null###null###null
Personcenter/myfabu###5b18ed9268835###2018-07-11 18:56:54###{"userid":"37","type":"1"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"rid":"38","title":"\u627e\u4e00\u4e2a\u9500\u552e\u7684\u5de5\u4f5c","payment_type":"1","type":"\u65e5\u7ed3","end_date":"2018-08-06","wage":"100","status":"1","region":"\u88d5\u534e\u533a","guoqi":0}]}###{"userid":"37","type":"1"}###null###null###null###null
Personcenter/signup###5b1f65e60cd60###2018-07-11 18:56:56###{"userid":"37","reid":"39","jianliid":"38"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"jianli":1,"baoming":1}}###{"userid":"37","reid":"39","jianliid":"38"}###null###null###null###null
Personcenter/signup###5b1f65e60cd60###2018-07-11 18:57:00###{"userid":"37","reid":"39","jianliid":"38"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"jianli":1,"baoming":2}}###{"userid":"37","reid":"39","jianliid":"38"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-07-11 18:57:12###{"position":"1","userid":"37"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u4ed8"}}###{"position":"1","userid":"37"}###null###null###null###null
Personcenter/signuplist###5b1b4658e345b###2018-07-11 18:57:16###{"userid":"37","position":"1"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"end_date":"2018-07-12","title":"\u7ea2\u7c73","area":"\u6cb3\u5317\u7701\u77f3\u5bb6\u5e84\u5e02\u88d5\u534e\u533a","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","id":"39"}]}###{"userid":"37","position":"1"}###null###null###null###null
