User/index###5b1754d09398f###2018-07-29 08:37:33###{"code":"033QIwE52mxr2L0gAsG52uKIE52QIwEi"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"userid":"160","position":1,"person":0,"company":0}}###{"code":"033QIwE52mxr2L0gAsG52uKIE52QIwEi"}###null###null###null###null
User/getinfo###5b2dbbb04457b###2018-07-29 08:37:44###{"userid":"160","username":"\u6ce2\u6ce2","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/mGSxKL3IHZDC60J98Q5fCyssKaeMnUmaPp43C93Uia2R7p6Cer7pLHVhqAl66CmTeWmicDANArxaV3ia9f2OYRTgg\/132"}###null###null###V2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":"\u83b7\u53d6\u6210\u529f"}###{"userid":"160","username":"\u6ce2\u6ce2","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/mGSxKL3IHZDC60J98Q5fCyssKaeMnUmaPp43C93Uia2R7p6Cer7pLHVhqAl66CmTeWmicDANArxaV3ia9f2OYRTgg\/132"}###null###null###null###null
Index/location###5b21fee04cd72###2018-07-29 08:37:47###{"lng":"110.863655","lat":"21.916594"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"city":"440900","location":"\u4e1c\u65b9\u65b0\u57ce"}}###{"lng":"110.863655","lat":"21.916594"}###null###null###null###null
Index/index###5b1781ee5e479###2018-07-29 08:37:48###{"city":"440900","position":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"lunbo":[{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706054323.jpg","linkurl":""},{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706060833.jpg","linkurl":""}],"recommend":[{"id":"49","title":"\u53d1\u5355\u5458","wage":"60","end_date":"2021-07-26","payment_type":"2","area":"\u88d5\u534e\u533a","type":"\u5468\u7ed3"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150","end_date":"2026-07-12","payment_type":"3","area":"\u85c1\u57ce\u533a","type":"\u6708\u7ed3"},{"id":"36","title":"\u62db\u8058\u88c1\u5224","wage":"200","end_date":"2018-08-09","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"}],"hot":[{"id":"36","title":"\u62db\u8058\u88c1\u5224","wage":"200"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150"}]}}###{"city":"440900","position":"1"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-07-29 08:38:32###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fsd"}###null###null###null###null
Index/zhiwei###5b28e30c5b86a###2018-07-29 08:38:32###{"lng":"110.863655","lat":"21.916594","type":"2"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"3","result":[{"id":"49","title":"\u53d1\u5355\u5458","end_date":"2021-07-26","wage":"60","payment_type":"2","lng":"114.56129","lat":"38.006023","type":"\u5468\u7ed3","area":"\u88d5\u534e\u533a"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","end_date":"2026-07-12","wage":"150","payment_type":"3","lng":"114.66447","lat":"37.998737","type":"\u6708\u7ed3","area":"\u85c1\u57ce\u533a"},{"id":"36","title":"\u62db\u8058\u88c1\u5224","end_date":"2018-08-09","wage":"200","payment_type":"1","lng":"114.5472791790962","lat":"37.99263796670954","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"}]}}###{"lng":"110.863655","lat":"21.916594","type":"2"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-29 08:38:32###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fsd"}###null###null###null###null
Index/zhiwei###5b28e30c5b86a###2018-07-29 08:39:14###{"lng":"110.863655","lat":"21.916594","type":"2","zhiwei":"11","jiesuan":""}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"0","result":[]}}###{"lng":"110.863655","lat":"21.916594","type":"2","zhiwei":"11","jiesuan":""}###null###null###null###null
Index/zhiwei###5b28e30c5b86a###2018-07-29 08:39:19###{"lng":"110.863655","lat":"21.916594","type":"2","zhiwei":"11","jiesuan":""}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"0","result":[]}}###{"lng":"110.863655","lat":"21.916594","type":"2","zhiwei":"11","jiesuan":""}###null###null###null###null
Index/zhiwei###5b28e30c5b86a###2018-07-29 08:39:27###{"lng":"110.863655","lat":"21.916594","type":"2","zhiwei":"20","jiesuan":""}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"0","result":[]}}###{"lng":"110.863655","lat":"21.916594","type":"2","zhiwei":"20","jiesuan":""}###null###null###null###null
Index/hot###5b179fa37ad75###2018-07-29 08:39:38###{"city":"440900","position":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"36","title":"\u62db\u8058\u88c1\u5224","wage":"200"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150"}]}###{"city":"440900","position":"1"}###null###null###null###null
