User/index###5b1754d09398f###2018-07-27 09:41:54###{"code":"011xsoTc0jO1Qs1pAJUc0wC7Tc0xsoTL"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"userid":"125","position":"1","person":"1","company":"1"}}###{"code":"011xsoTc0jO1Qs1pAJUc0wC7Tc0xsoTL"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-27 09:42:23###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fsd"}###null###null###null###null
Fabu/area###5b188f4e99723###2018-07-27 09:42:23###{"pid":"130100"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"code":"","region":"\u5168\u90e8"},{"code":"130102","region":"\u957f\u5b89\u533a"},{"code":"130103","region":"\u6865\u4e1c\u533a"},{"code":"130104","region":"\u6865\u897f\u533a"},{"code":"130105","region":"\u65b0\u534e\u533a"},{"code":"130107","region":"\u4e95\u9649\u77ff\u533a"},{"code":"130108","region":"\u88d5\u534e\u533a"},{"code":"130121","region":"\u4e95\u9649\u53bf"},{"code":"130123","region":"\u6b63\u5b9a\u53bf"},{"code":"130111","region":"\u683e\u57ce\u533a"},{"code":"130125","region":"\u884c\u5510\u53bf"},{"code":"130126","region":"\u7075\u5bff\u53bf"},{"code":"130127","region":"\u9ad8\u9091\u53bf"},{"code":"130128","region":"\u6df1\u6cfd\u53bf"},{"code":"130129","region":"\u8d5e\u7687\u53bf"},{"code":"130130","region":"\u65e0\u6781\u53bf"},{"code":"130131","region":"\u5e73\u5c71\u53bf"},{"code":"130132","region":"\u5143\u6c0f\u53bf"},{"code":"130133","region":"\u8d75\u3000\u53bf"},{"code":"130181","region":"\u8f9b\u96c6\u5e02"},{"code":"130109","region":"\u85c1\u57ce\u533a"},{"code":"130183","region":"\u664b\u5dde\u5e02"},{"code":"130184","region":"\u65b0\u4e50\u5e02"},{"code":"130110","region":"\u9e7f\u6cc9\u533a"}]}###{"pid":"130100"}###null###null###null###null
Index/jianli###5b28db5a8f9c1###2018-07-27 09:42:23###{"city":"130100","type":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"21","result":[{"rid":"74","title":"\u627e\u5de5\u4f5c","end_date":"\u957f\u671f\u6709\u6548","wage":"500","payment_type":"3","type":"\u6708\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"69","title":"\u517c\u804c","end_date":"2018-07-22","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u6865\u897f\u533a"},{"rid":"68","title":"\u8d85\u5e02\u4e34\u4fc3","end_date":"\u957f\u671f\u6709\u9650","wage":"120","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"67","title":"\u52aa\u529b\u80fd\u521b\u9020\u5947\u8ff9","end_date":"\u957f\u671f\u6709\u9650","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"66","title":"\u627e\u517c\u804c","end_date":"\u957f\u671f\u6709\u9650","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"63","title":"\u7838\u5899\uff0c\u62c6\u9664\uff0c\u6c34\uff0c\u7535\uff0c\u6696\uff0c\u6775\u5899\u7816\uff0c","end_date":"\u957f\u671f\u6709\u9650","wage":"300","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"53","title":"\u8bb2\u5e08","end_date":"\u957f\u671f\u6709\u9650","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","area":"\u9e7f\u6cc9\u533a"},{"rid":"52","title":"\u561f\u561f\u561f\u561f","end_date":"\u957f\u671f\u6709\u9650","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","area":"\u9e7f\u6cc9\u533a"},{"rid":"51","title":"\u6559\u7ec3","end_date":"\u957f\u671f\u6709\u9650","wage":"300","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"50","title":"\u6559\u7ec3","end_date":"\u957f\u671f\u6709\u9650","wage":"300","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"}]}}###{"city":"130100","type":"1"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-07-27 09:42:41###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fsd"}###null###null###null###null
Index/jianli###5b28db5a8f9c1###2018-07-27 09:42:41###{"lng":"114.53122","lat":"38.0061","type":"2"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"21","result":[{"rid":"74","title":"\u627e\u5de5\u4f5c","end_date":"\u957f\u671f\u6709\u6548","wage":"500","payment_type":"3","lng":"114.5471316576004","lat":"37.99261048702213","type":"\u6708\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"69","title":"\u517c\u804c","end_date":"2018-07-22","wage":"100","payment_type":"1","lng":"114.48434","lat":"38.010536","type":"\u65e5\u7ed3","area":"\u6865\u897f\u533a"},{"rid":"68","title":"\u8d85\u5e02\u4e34\u4fc3","end_date":"\u957f\u671f\u6709\u9650","wage":"120","payment_type":"1","lng":"114.56119045615198","lat":"38.006276133212204","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"67","title":"\u52aa\u529b\u80fd\u521b\u9020\u5947\u8ff9","end_date":"\u957f\u671f\u6709\u9650","wage":"100","payment_type":"1","lng":"114.60414","lat":"38.03542","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"66","title":"\u627e\u517c\u804c","end_date":"\u957f\u671f\u6709\u9650","wage":"100","payment_type":"1","lng":"114.5480622582005","lat":"38.0194356059371","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"63","title":"\u7838\u5899\uff0c\u62c6\u9664\uff0c\u6c34\uff0c\u7535\uff0c\u6696\uff0c\u6775\u5899\u7816\uff0c","end_date":"\u957f\u671f\u6709\u9650","wage":"300","payment_type":"1","lng":"114.61089","lat":"38.01474","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"51","title":"\u6559\u7ec3","end_date":"\u957f\u671f\u6709\u9650","wage":"300","payment_type":"1","lng":"114.6038930254563","lat":"37.98566791273743","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"50","title":"\u6559\u7ec3","end_date":"\u957f\u671f\u6709\u9650","wage":"300","payment_type":"1","lng":"114.6038930254563","lat":"37.98566791273743","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"}]}}###{"lng":"114.53122","lat":"38.0061","type":"2"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-27 09:42:41###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fsd"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-27 09:42:59###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fsd"}###null###null###null###null
Fabu/area###5b188f4e99723###2018-07-27 09:42:59###{"pid":"130100"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"code":"","region":"\u5168\u90e8"},{"code":"130102","region":"\u957f\u5b89\u533a"},{"code":"130103","region":"\u6865\u4e1c\u533a"},{"code":"130104","region":"\u6865\u897f\u533a"},{"code":"130105","region":"\u65b0\u534e\u533a"},{"code":"130107","region":"\u4e95\u9649\u77ff\u533a"},{"code":"130108","region":"\u88d5\u534e\u533a"},{"code":"130121","region":"\u4e95\u9649\u53bf"},{"code":"130123","region":"\u6b63\u5b9a\u53bf"},{"code":"130111","region":"\u683e\u57ce\u533a"},{"code":"130125","region":"\u884c\u5510\u53bf"},{"code":"130126","region":"\u7075\u5bff\u53bf"},{"code":"130127","region":"\u9ad8\u9091\u53bf"},{"code":"130128","region":"\u6df1\u6cfd\u53bf"},{"code":"130129","region":"\u8d5e\u7687\u53bf"},{"code":"130130","region":"\u65e0\u6781\u53bf"},{"code":"130131","region":"\u5e73\u5c71\u53bf"},{"code":"130132","region":"\u5143\u6c0f\u53bf"},{"code":"130133","region":"\u8d75\u3000\u53bf"},{"code":"130181","region":"\u8f9b\u96c6\u5e02"},{"code":"130109","region":"\u85c1\u57ce\u533a"},{"code":"130183","region":"\u664b\u5dde\u5e02"},{"code":"130184","region":"\u65b0\u4e50\u5e02"},{"code":"130110","region":"\u9e7f\u6cc9\u533a"}]}###{"pid":"130100"}###null###null###null###null
Index/jianli###5b28db5a8f9c1###2018-07-27 09:42:59###{"city":"130100","type":"3"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"17","result":[{"rid":"69","title":"\u517c\u804c","end_date":"2018-07-22","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u6865\u897f\u533a"},{"rid":"68","title":"\u8d85\u5e02\u4e34\u4fc3","end_date":"\u957f\u671f\u6709\u9650","wage":"120","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"67","title":"\u52aa\u529b\u80fd\u521b\u9020\u5947\u8ff9","end_date":"\u957f\u671f\u6709\u9650","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"66","title":"\u627e\u517c\u804c","end_date":"\u957f\u671f\u6709\u9650","wage":"100","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"63","title":"\u7838\u5899\uff0c\u62c6\u9664\uff0c\u6c34\uff0c\u7535\uff0c\u6696\uff0c\u6775\u5899\u7816\uff0c","end_date":"\u957f\u671f\u6709\u9650","wage":"300","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"53","title":"\u8bb2\u5e08","end_date":"\u957f\u671f\u6709\u9650","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","area":"\u9e7f\u6cc9\u533a"},{"rid":"52","title":"\u561f\u561f\u561f\u561f","end_date":"\u957f\u671f\u6709\u9650","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","area":"\u9e7f\u6cc9\u533a"},{"rid":"51","title":"\u6559\u7ec3","end_date":"\u957f\u671f\u6709\u9650","wage":"300","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"50","title":"\u6559\u7ec3","end_date":"\u957f\u671f\u6709\u9650","wage":"300","payment_type":"1","type":"\u65e5\u7ed3","area":"\u88d5\u534e\u533a"},{"rid":"48","title":"\u6c42\u804c","end_date":"\u957f\u671f\u6709\u9650","wage":"200","payment_type":"1","type":"\u65e5\u7ed3","area":"\u9e7f\u6cc9\u533a"}]}}###{"city":"130100","type":"3"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-07-27 09:43:12###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fsd"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-07-27 09:43:12###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fsd"}###null###null###null###null
