User/index###5b1754d09398f###2018-08-01 19:18:28###{"code":"021sF2vX0bHz322iiYwX0V7XuX0sF2vc"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"userid":"242","position":"1","person":"1","company":"0"}}###{"code":"021sF2vX0bHz322iiYwX0V7XuX0sF2vc"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-08-01 19:18:51###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fas554"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-08-01 19:18:51###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fas554"}###null###null###null###null
Fabu/release###5b17aef584715###2018-08-01 19:20:24###{"title":"\u627e\u5de5\u4f5c","position_id":"3","phone":"18732325429","wage":"10000","payment_type":"3","end_date":"2018-08-02","description":"\u65e0","lng":"114.5113","lat":"38.04265","address":"\u5317\u56fd\u5546\u57ce","userid":"242"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":"\u53d1\u5e03\u6210\u529f","debug":[{"title":"\u627e\u5de5\u4f5c","position_id":"3","phone":"18732325429","wage":"10000","payment_type":"3","end_date":"2018-08-02","description":"\u65e0","lng":"114.5113","lat":"38.04265","address":"\u5317\u56fd\u5546\u57ce","userid":"242","addtime":1533122424,"city":"130100","area":"130104"}]}###{"title":"\u627e\u5de5\u4f5c","position_id":"3","phone":"18732325429","wage":"10000","payment_type":"3","end_date":"2018-08-02","description":"\u65e0","lng":"114.5113","lat":"38.04265","address":"\u5317\u56fd\u5546\u57ce","userid":"242"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-08-01 19:20:24###{"position":"1","userid":"242"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u90b8\u5b50\u9633"}}###{"position":"1","userid":"242"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-08-01 19:20:27###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fas554"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-08-01 19:20:27###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fas554"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-08-01 19:20:33###{"position":"1","userid":"242"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u90b8\u5b50\u9633"}}###{"position":"1","userid":"242"}###null###null###null###null
Personcenter/myfabu###5b18ed9268835###2018-08-01 19:20:37###{"userid":"242","type":"1"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"rid":"115","title":"\u627e\u5de5\u4f5c","payment_type":"3","type":"\u6708\u7ed3","end_date":"2018-08-02","wage":"10000","status":"1","region":"\u6865\u897f\u533a"}]}###{"userid":"242","type":"1"}###null###null###null###null
Index/jianliinfo###5b28e609a6aa7###2018-08-01 19:20:39###{"rid":"115","userid":"242"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"115","title":"\u627e\u5de5\u4f5c","position_id":"3","phone":"18732325429","wage":"10000","payment_type":"3","type":"\u6708\u7ed3","end_date":"2018-08-02","lng":"114.5113","lat":"38.04265","address":"\u5317\u56fd\u5546\u57ce","description":"\u65e0","realname":"\u90b8\u5b50\u9633","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/Q0j4TwGTfTLGfp7ibrCdvbJrn9kfz28NrxOnz0RaPZ3JwfvpCgftXnS6rHZdo4qLOWhEQU9SzfBk5cX7GPo9u6g\/132","collect":"0"}}###{"rid":"115","userid":"242"}###null###null###null###null
Index/jianliinfo###5b28e609a6aa7###2018-08-01 19:23:09###{"rid":"115","userid":"242"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"115","title":"\u627e\u5de5\u4f5c","position_id":"3","phone":"18732325429","wage":"10000","payment_type":"3","type":"\u6708\u7ed3","end_date":"2018-08-02","lng":"114.5113","lat":"38.04265","address":"\u5317\u56fd\u5546\u57ce","description":"\u65e0","realname":"\u90b8\u5b50\u9633","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/Q0j4TwGTfTLGfp7ibrCdvbJrn9kfz28NrxOnz0RaPZ3JwfvpCgftXnS6rHZdo4qLOWhEQU9SzfBk5cX7GPo9u6g\/132","collect":"0"}}###{"rid":"115","userid":"242"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-08-01 19:23:11###{"position":"1","userid":"242"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u90b8\u5b50\u9633"}}###{"position":"1","userid":"242"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-08-01 19:23:15###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fas554"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-08-01 19:23:15###{"str":"fas554"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fas554"}###null###null###null###null
Fabu/release###5b17aef584715###2018-08-01 19:24:09###{"title":"\u627e\u5de5\u4f5c","position_id":"3","phone":"18732325429","wage":"200","payment_type":"3","end_date":"2018-08-02","description":"\u65e0","lng":"114.5113","lat":"38.04265","address":"\u5317\u56fd\u5546\u57ce","userid":"242"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":"\u53d1\u5e03\u6210\u529f","debug":[{"title":"\u627e\u5de5\u4f5c","position_id":"3","phone":"18732325429","wage":"200","payment_type":"3","end_date":"2018-08-02","description":"\u65e0","lng":"114.5113","lat":"38.04265","address":"\u5317\u56fd\u5546\u57ce","userid":"242","addtime":1533122649,"city":"130100","area":"130104"}]}###{"title":"\u627e\u5de5\u4f5c","position_id":"3","phone":"18732325429","wage":"200","payment_type":"3","end_date":"2018-08-02","description":"\u65e0","lng":"114.5113","lat":"38.04265","address":"\u5317\u56fd\u5546\u57ce","userid":"242"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-08-01 19:24:10###{"position":"1","userid":"242"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u90b8\u5b50\u9633"}}###{"position":"1","userid":"242"}###null###null###null###null
Personcenter/myfabu###5b18ed9268835###2018-08-01 19:24:12###{"userid":"242","type":"1"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"rid":"115","title":"\u627e\u5de5\u4f5c","payment_type":"3","type":"\u6708\u7ed3","end_date":"2018-08-02","wage":"10000","status":"1","region":"\u6865\u897f\u533a"},{"rid":"116","title":"\u627e\u5de5\u4f5c","payment_type":"3","type":"\u6708\u7ed3","end_date":"2018-08-02","wage":"200","status":"1","region":"\u6865\u897f\u533a"}]}###{"userid":"242","type":"1"}###null###null###null###null
Personcenter/delresume###5b30bdceee928###2018-08-01 19:24:13###{"userid":"242","rid":"115"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"msg":"\u5220\u9664\u7b80\u5386"}}###{"userid":"242","rid":"115"}###null###null###null###null
Personcenter/myfabu###5b18ed9268835###2018-08-01 19:24:14###{"userid":"242","type":"1"}###null###null######null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"rid":"116","title":"\u627e\u5de5\u4f5c","payment_type":"3","type":"\u6708\u7ed3","end_date":"2018-08-02","wage":"200","status":"1","region":"\u6865\u897f\u533a"}]}###{"userid":"242","type":"1"}###null###null###null###null
Index/jianliinfo###5b28e609a6aa7###2018-08-01 19:24:16###{"rid":"116","userid":"242"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"116","title":"\u627e\u5de5\u4f5c","position_id":"3","phone":"18732325429","wage":"200","payment_type":"3","type":"\u6708\u7ed3","end_date":"2018-08-02","lng":"114.5113","lat":"38.04265","address":"\u5317\u56fd\u5546\u57ce","description":"\u65e0","realname":"\u90b8\u5b50\u9633","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/Q0j4TwGTfTLGfp7ibrCdvbJrn9kfz28NrxOnz0RaPZ3JwfvpCgftXnS6rHZdo4qLOWhEQU9SzfBk5cX7GPo9u6g\/132","collect":"0"}}###{"rid":"116","userid":"242"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-08-01 19:24:26###{"position":"1","userid":"242"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u90b8\u5b50\u9633"}}###{"position":"1","userid":"242"}###null###null###null###null
Personcenter/getusername###5b3042c03d6ef###2018-08-01 19:24:32###{"position":"1","userid":"242"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"realname":"\u90b8\u5b50\u9633"}}###{"position":"1","userid":"242"}###null###null###null###null
Index/location###5b21fee04cd72###2018-08-01 19:24:35###{"lng":"114.507256","lat":"38.04151"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"city":"130100","location":"\u6c47\u7fe0\u82b1\u56ed"}}###{"lng":"114.507256","lat":"38.04151"}###null###null###null###null
Index/index###5b1781ee5e479###2018-08-01 19:24:35###{"city":"130100","position":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"lunbo":[{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706054323.jpg","linkurl":""},{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706060833.jpg","linkurl":""}],"recommend":[{"id":"51","title":"\u5bb6\u6559","wage":"100","end_date":"2018-08-03","payment_type":"3","area":"\u88d5\u534e\u533a","type":"\u6708\u7ed3"},{"id":"49","title":"\u53d1\u5355\u5458","wage":"60","end_date":"2021-07-26","payment_type":"2","area":"\u88d5\u534e\u533a","type":"\u5468\u7ed3"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150","end_date":"2026-07-12","payment_type":"3","area":"\u85c1\u57ce\u533a","type":"\u6708\u7ed3"},{"id":"36","title":"\u62db\u8058\u88c1\u5224","wage":"200","end_date":"2018-08-09","payment_type":"1","area":"\u88d5\u534e\u533a","type":"\u65e5\u7ed3"}],"hot":[{"id":"36","title":"\u62db\u8058\u88c1\u5224","wage":"200"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150"}]}}###{"city":"130100","position":"1"}###null###null###null###null
