User/index###5b1754d09398f###2018-08-29 21:50:52###{"code":"033hCfZ90876Aw1koFZ90NodZ90hCfZ7"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"userid":"293","position":1,"person":0,"company":0}}###{"code":"033hCfZ90876Aw1koFZ90NodZ90hCfZ7"}###null###null###null###null
User/getinfo###5b2dbbb04457b###2018-08-29 21:51:08###{"userid":"293","username":"\u5f20\u6807","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/gturzfhYKH7ZuwcNhDPGNd7jY7iasFFLiccxllCvCsRZpQ9DicAuVvAsfSrwicDm70XHTZXEWP0yIM29u4f2CUMCdg\/132"}###null###null###V2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":"\u83b7\u53d6\u6210\u529f"}###{"userid":"293","username":"\u5f20\u6807","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/gturzfhYKH7ZuwcNhDPGNd7jY7iasFFLiccxllCvCsRZpQ9DicAuVvAsfSrwicDm70XHTZXEWP0yIM29u4f2CUMCdg\/132"}###null###null###null###null
Index/location###5b21fee04cd72###2018-08-29 21:51:12###{"lng":"114.546829","lat":"38.021066"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"city":"130100","location":"\u6cb3\u5317\u5730\u8d28\u5927\u5b66"}}###{"lng":"114.546829","lat":"38.021066"}###null###null###null###null
Fabu/area###5b188f4e99723###2018-08-29 21:51:13###{"pid":"130100"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"code":"","region":"\u5168\u90e8"},{"code":"130102","region":"\u957f\u5b89\u533a"},{"code":"130103","region":"\u6865\u4e1c\u533a"},{"code":"130104","region":"\u6865\u897f\u533a"},{"code":"130105","region":"\u65b0\u534e\u533a"},{"code":"130107","region":"\u4e95\u9649\u77ff\u533a"},{"code":"130108","region":"\u88d5\u534e\u533a"},{"code":"130121","region":"\u4e95\u9649\u53bf"},{"code":"130123","region":"\u6b63\u5b9a\u53bf"},{"code":"130111","region":"\u683e\u57ce\u533a"},{"code":"130125","region":"\u884c\u5510\u53bf"},{"code":"130126","region":"\u7075\u5bff\u53bf"},{"code":"130127","region":"\u9ad8\u9091\u53bf"},{"code":"130128","region":"\u6df1\u6cfd\u53bf"},{"code":"130129","region":"\u8d5e\u7687\u53bf"},{"code":"130130","region":"\u65e0\u6781\u53bf"},{"code":"130131","region":"\u5e73\u5c71\u53bf"},{"code":"130132","region":"\u5143\u6c0f\u53bf"},{"code":"130133","region":"\u8d75\u3000\u53bf"},{"code":"130181","region":"\u8f9b\u96c6\u5e02"},{"code":"130109","region":"\u85c1\u57ce\u533a"},{"code":"130183","region":"\u664b\u5dde\u5e02"},{"code":"130184","region":"\u65b0\u4e50\u5e02"},{"code":"130110","region":"\u9e7f\u6cc9\u533a"}]}###{"pid":"130100"}###null###null###null###null
Index/zhiwei###5b28e30c5b86a###2018-08-29 21:51:13###{"city":"130100","type":"3"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"total":"2","result":[{"id":"49","title":"\u53d1\u5355\u5458","end_date":"2021-07-26","wage":"60","payment_type":"2","type":"\u5468\u7ed3","area":"\u88d5\u534e\u533a"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","end_date":"2026-07-12","wage":"150","payment_type":"3","type":"\u6708\u7ed3","area":"\u85c1\u57ce\u533a"}]}}###{"city":"130100","type":"3"}###null###null###null###null
Index/index###5b1781ee5e479###2018-08-29 21:51:13###{"city":"130100","position":"1"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"lunbo":[{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706054323.jpg","linkurl":""},{"photo":"https:\/\/san.keyitongxin.com\/Public\/uploads\/ads\/20180706060833.jpg","linkurl":""}],"recommend":[{"id":"49","title":"\u53d1\u5355\u5458","wage":"60","end_date":"2021-07-26","payment_type":"2","area":"\u88d5\u534e\u533a","type":"\u5468\u7ed3"},{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150","end_date":"2026-07-12","payment_type":"3","area":"\u85c1\u57ce\u533a","type":"\u6708\u7ed3"}],"hot":[{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","wage":"150"},{"id":"49","title":"\u53d1\u5355\u5458","wage":"60"}]}}###{"city":"130100","position":"1"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-08-29 21:51:13###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fsd"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-08-29 21:51:16###{"id":"49","userid":"293"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"49","title":"\u53d1\u5355\u5458","position_id":"1","phone":"13503333962","wage":"60","payment_type":"2","type":"\u5468\u7ed3","end_date":"2021-07-26","job_start":"2018-07-02","job_end":"2018-08-30","worktime":"7:00\u81f39:00","lng":"114.56129","lat":"38.006023","address":"\u5353\u8fbe\u522b\u5885\u533a(\u5353\u8fbe\u522b\u5885\u533a\u5854\u5357\u8def\u535750\u7c73)","descript":"\u53d1\u653e\u4f20\u5355\u4ecb\u7ecd\u6563\u5de5\u8054\u76df\u8f6f\u4ef6\u8ba9\u4eba\u6ce8\u518c\u53d1\u5e03\u4fe1\u606f","realname":"\u77f3\u5bb6\u5e84\u79d1\u4e49\u901a\u4fe1\u5de5\u7a0b\u6709\u9650\u516c\u53f8","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/Q0j4TwGTfTL9ib4K1eHSmaSrr0zGOVqaYcLmrNC8PNrm675iaNicFuMAib2XFwE2icXZOvG4nIvT9LKkianjDmkjeJYA\/132","collect":"0"}}###{"id":"49","userid":"293"}###null###null###null###null
Index/zhaopininfo###5b28e641e3829###2018-08-29 21:51:24###{"id":"44","userid":"293"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":{"id":"44","title":"\u62db\u7f1d\u7eab\u5de5","position_id":"10","phone":"18733168876","wage":"150","payment_type":"3","type":"\u6708\u7ed3","end_date":"2026-07-12","job_start":"2018-07-12","job_end":"2026-07-12","worktime":"7:30\u81f318:30","lng":"114.66447","lat":"37.998737","address":"\u714a\u660e\u5bb6\u5177(\u77f3\u5bb6\u5e84\u5e02\u85c1\u57ce\u533a\u65b0\u4e30\u8857)","descript":"\u62db\uff01\u7f1d\u7eab\u5de5\uff0c\u526f\u5de5\uff0c\u8ba1\u4ef6\u6708\u7ed3\u3002","realname":"\u4e30\u8bda\u5236\u8863\u5382","userphoto":"https:\/\/wx.qlogo.cn\/mmopen\/vi_32\/Q0j4TwGTfTLVXDichWibE4lILicmHtvSeCTgOljqsz0CJn9t3uFGBKZG4XgQysiabLFGgJsJCV57GG97nS4MblIBHA\/132","collect":"0"}}###{"id":"44","userid":"293"}###null###null###null###null
Fabu/zhiwei###5b17aa44d516a###2018-08-29 21:52:25###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","position_name":"\u5168\u90e8"},{"id":"1","position_name":"\u9500\u552e"},{"id":"2","position_name":"\u5ba2\u670d"},{"id":"3","position_name":"\u4eba\u4e8b\/\u884c\u653f\/\u540e\u52e4"},{"id":"4","position_name":"\u9910\u996e"},{"id":"5","position_name":"\u65c5\u6e38"},{"id":"6","position_name":"\u9152\u5e97"},{"id":"7","position_name":"\u8d85\u5e02\/\u767e\u8d27\/\u96f6\u552e"},{"id":"8","position_name":"\u7f8e\u5bb9\u7f8e\u53d1"},{"id":"9","position_name":"\u8fd0\u52a8\u5065\u8eab"},{"id":"10","position_name":"\u666e\u5de5\/\u6280\u5de5"},{"id":"11","position_name":"\u5efa\u7b51"},{"id":"12","position_name":"\u7269\u4e1a\u7ba1\u7406"},{"id":"13","position_name":"\u623f\u4ea7\u4e2d\u4ecb"},{"id":"14","position_name":"\u6dd8\u5b9d\u804c\u4f4d"},{"id":"15","position_name":"\u8d22\u52a1\/\u5ba1\u8ba1\/\u7edf\u8ba1"},{"id":"16","position_name":"\u6cd5\u5f8b"},{"id":"17","position_name":"\u7ffb\u8bd1"},{"id":"18","position_name":"\u8ba1\u7b97\u673a\/\u4e92\u8054\u7f51\/\u7f51\u7edc"},{"id":"19","position_name":"\u4fdd\u9669"},{"id":"20","position_name":"\u5bb6\u6559"}]}###{"str":"fsd"}###null###null###null###null
Fabu/paytypes###5b30a7a7eeba5###2018-08-29 21:52:25###{"str":"fsd"}###null###null###v2.0###null######{"code":1,"msg":"\u64cd\u4f5c\u6210\u529f","data":[{"id":"","type":"\u5168\u90e8"},{"id":"1","type":"\u65e5\u7ed3"},{"id":"2","type":"\u5468\u7ed3"},{"id":"3","type":"\u6708\u7ed3"}]}###{"str":"fsd"}###null###null###null###null
